route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,trip_load_information,wheelchair_accessible,bikes_allowed
11,2021_09_13-DX-MVS-Weekday-08,964376,Daly City,1,,964352_shp,,0,0
12,2021_09_13-DX-MVS-Weekday-08,964290,Dublin/Pleasanton,0,,964259_shp,,0,0
11,2021_09_13-DX-MVS-Weekday-08,964347,Daly City,1,,964352_shp,,0,0
12,2021_09_13-DX-MVS-Weekday-08,964316,Dublin/Pleasanton,0,,964259_shp,,0,0
11,2021_09_13-DX-MVS-Weekday-08,964378,Daly City,1,,964352_shp,,0,0
12,2021_09_13-DX-MVS-Weekday-08,964292,Dublin/Pleasanton,0,,964259_shp,,0,0
11,2021_09_13-DX-MVS-Weekday-08,964393,Daly City,1,,964352_shp,,0,0
12,2021_09_13-DX-MVS-Weekday-08,964289,Dublin/Pleasanton,0,,964259_shp,,0,0
11,2021_09_13-DX-MVS-Weekday-08,964377,Daly City,1,,964352_shp,,0,0
12,2021_09_13-DX-MVS-Weekday-08,964287,Dublin/Pleasanton,0,,964259_shp,,0,0
11,2021_09_13-DX-MVS-Weekday-08,964379,Daly City,1,,964352_shp,,0,0
12,2021_09_13-DX-MVS-Weekday-08,964281,Dublin/Pleasanton,0,,964259_shp,,0,0
11,2021_09_13-DX-MVS-Weekday-08,964380,Daly City,1,,964352_shp,,0,0
12,2021_09_13-DX-MVS-Weekday-08,964270,Dublin/Pleasanton,0,,964259_shp,,0,0
11,2021_09_13-DX-MVS-Weekday-08,964391,Daly City,1,,964352_shp,,0,0
12,2021_09_13-DX-MVS-Weekday-08,964305,Dublin/Pleasanton,0,,964259_shp,,0,0
11,2021_09_13-DX-MVS-Weekday-08,964381,Daly City,1,,964352_shp,,0,0
12,2021_09_13-DX-MVS-Weekday-08,964306,Dublin/Pleasanton,0,,964259_shp,,0,0
11,2021_09_13-DX-MVS-Weekday-08,964382,Daly City,1,,964352_shp,,0,0
12,2021_09_13-DX-MVS-Weekday-08,964304,Dublin/Pleasanton,0,,964259_shp,,0,0
11,2021_09_13-DX-MVS-Weekday-08,964383,Daly City,1,,964352_shp,,0,0
12,2021_09_13-DX-MVS-Weekday-08,964308,Dublin/Pleasanton,0,,964259_shp,,0,0
11,2021_09_13-DX-MVS-Weekday-08,964388,Daly City,1,,964352_shp,,0,0
12,2021_09_13-DX-MVS-Weekday-08,964277,Dublin/Pleasanton,0,,964259_shp,,0,0
11,2021_09_13-DX-MVS-Weekday-08,964384,Daly City,1,,964352_shp,,0,0
12,2021_09_13-DX-MVS-Weekday-08,964318,Dublin/Pleasanton,0,,964259_shp,,0,0
11,2021_09_13-DX-MVS-Weekday-08,964385,Daly City,1,,964352_shp,,0,0
12,2021_09_13-DX-MVS-Weekday-08,964279,Dublin/Pleasanton,0,,964259_shp,,0,0
11,2021_09_13-DX-MVS-Weekday-08,964387,Daly City,1,,964352_shp,,0,0
12,2021_09_13-DX-MVS-Weekday-08,964296,Dublin/Pleasanton,0,,964259_shp,,0,0
11,2021_09_13-DX-MVS-Weekday-08,964392,Daly City,1,,964352_shp,,0,0
12,2021_09_13-DX-MVS-Weekday-08,964272,Dublin/Pleasanton,0,,964259_shp,,0,0
11,2021_09_13-DX-MVS-Weekday-08,964389,Daly City,1,,964352_shp,,0,0
12,2021_09_13-DX-MVS-Weekday-08,964314,Dublin/Pleasanton,0,,964259_shp,,0,0
11,2021_09_13-DX-MVS-Weekday-08,964390,Daly City,1,,964352_shp,,0,0
12,2021_09_13-DX-MVS-Weekday-08,964276,Dublin/Pleasanton,0,,964259_shp,,0,0
11,2021_09_13-DX-MVS-Weekday-08,964324,Daly City,1,,964352_shp,,0,0
12,2021_09_13-DX-MVS-Weekday-08,964264,Dublin/Pleasanton,0,,964259_shp,,0,0
11,2021_09_13-DX-MVS-Weekday-08,964328,Daly City,1,,964352_shp,,0,0
12,2021_09_13-DX-MVS-Weekday-08,964257,Dublin/Pleasanton,0,,964259_shp,,0,0
11,2021_09_13-DX-MVS-Weekday-08,964332,Daly City,1,,964352_shp,,0,0
12,2021_09_13-DX-MVS-Weekday-08,964255,Dublin/Pleasanton,0,,964259_shp,,0,0
11,2021_09_13-DX-MVS-Weekday-08,964331,Daly City,1,,964352_shp,,0,0
12,2021_09_13-DX-MVS-Weekday-08,964258,Dublin/Pleasanton,0,,964259_shp,,0,0
11,2021_09_13-DX-MVS-Weekday-08,964335,Daly City,1,,964352_shp,,0,0
12,2021_09_13-DX-MVS-Weekday-08,964260,Dublin/Pleasanton,0,,964259_shp,,0,0
11,2021_09_13-DX-MVS-Weekday-08,964334,Daly City,1,,964352_shp,,0,0
12,2021_09_13-DX-MVS-Weekday-08,964261,Dublin/Pleasanton,0,,964259_shp,,0,0
11,2021_09_13-DX-MVS-Weekday-08,964330,Daly City,1,,964352_shp,,0,0
12,2021_09_13-DX-MVS-Weekday-08,964262,Dublin/Pleasanton,0,,964259_shp,,0,0
11,2021_09_13-DX-MVS-Weekday-08,964333,Daly City,1,,964352_shp,,0,0
12,2021_09_13-DX-MVS-Weekday-08,964263,Dublin/Pleasanton,0,,964259_shp,,0,0
11,2021_09_13-DX-MVS-Weekday-08,964326,Daly City,1,,964352_shp,,0,0
12,2021_09_13-DX-MVS-Weekday-08,964253,Dublin/Pleasanton,0,,964259_shp,,0,0
11,2021_09_13-DX-MVS-Weekday-08,964323,Daly City,1,,964352_shp,,0,0
12,2021_09_13-DX-MVS-Weekday-08,964322,Dublin/Pleasanton,0,,964259_shp,,0,0
11,2021_09_13-DX-MVS-Weekday-08,964325,Daly City,1,,964352_shp,,0,0
12,2021_09_13-DX-MVS-Weekday-08,964254,Dublin/Pleasanton,0,,964254_shp,,0,0
11,2021_09_13-DX-MVS-Weekday-08,964327,Bay Fair,1,,964327_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987925,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987926,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987927,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987928,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987929,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987930,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987931,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987932,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987933,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987934,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987935,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987936,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987937,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987938,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987939,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987940,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987941,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987942,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987943,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987944,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987945,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987946,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987947,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987948,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987949,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987950,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987951,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987952,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987953,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987954,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987955,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987956,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987957,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987958,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987959,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987960,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987961,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987962,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987963,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987964,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987965,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987966,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987967,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987968,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987969,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987970,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987971,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987972,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987973,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987974,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987975,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987976,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987977,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987978,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987979,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987980,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987981,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987982,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987983,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987984,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987985,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987986,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987987,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987988,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987989,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987990,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987991,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987992,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987993,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987994,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987995,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987996,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987997,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987998,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,987999,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988000,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988001,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988002,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988003,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988004,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988005,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988006,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988007,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988008,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988009,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988010,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988011,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988012,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988013,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988014,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988015,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988016,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988017,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988018,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988019,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988020,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988021,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988022,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988023,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988024,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988025,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988026,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988027,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988028,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988029,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988030,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988031,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988032,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988033,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988034,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988035,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988036,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988037,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988038,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988039,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988040,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988041,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988042,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988043,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988044,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988045,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988046,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988047,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988048,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988049,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988050,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988051,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988052,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988053,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988054,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988055,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988056,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988057,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988058,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988059,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988060,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988061,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988062,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988063,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988064,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988065,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988066,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988067,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988068,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988069,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988070,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988071,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988072,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988073,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988074,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988075,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988076,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988077,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988078,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988079,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988080,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988081,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988082,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988083,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988084,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988085,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988086,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988087,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988088,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988089,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988090,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988091,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988092,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988093,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988094,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988095,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988096,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988097,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988098,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988099,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988100,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988101,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988102,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988103,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988104,Coliseum,0,,987925_shp,,0,0
19,2021_09_13-DX19-Weekday-00,988105,Coliseum,0,,987925_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988106,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988107,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988108,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988109,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988110,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988111,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988112,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988113,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988114,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988115,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988116,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988117,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988118,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988119,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988120,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988121,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988122,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988123,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988124,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988125,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988126,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988127,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988128,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988129,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988130,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988131,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988132,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988133,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988134,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988135,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988136,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988137,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988138,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988139,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988140,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988141,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988142,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988143,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988144,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988145,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988146,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988147,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988148,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988149,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988150,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988151,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988152,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988153,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988154,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988155,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988156,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988157,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988158,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988159,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988160,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988161,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988162,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988163,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988164,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988165,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988166,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988167,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988168,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988169,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988170,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988171,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988172,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988173,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988174,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988175,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988176,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988177,Oakland Airport,1,,988106_shp,,0,0
20,2021_09_13-DX20-Weekday-00,988178,Oakland Airport,1,,988106_shp,,0,0
