route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,trip_load_information,wheelchair_accessible,bikes_allowed
3,2021_09_13-DX-MVS-Weekday-08,964453,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964588,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964454,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964589,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964451,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964583,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964449,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964584,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964450,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964585,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964452,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964586,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964456,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964587,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964457,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964529,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964458,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964551,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964459,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964550,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964492,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964552,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964476,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964531,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964461,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964533,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964463,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964543,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964484,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964522,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964462,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964534,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964465,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964548,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964460,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964541,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964467,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964527,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964464,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964537,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964468,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964538,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964469,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964535,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964470,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964525,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964471,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964530,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964466,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964536,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964487,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964544,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964497,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964539,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964500,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964546,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964502,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964540,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964494,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964545,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964482,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964542,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964498,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964547,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964485,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964523,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964503,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964532,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964474,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964553,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964496,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964549,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964501,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964554,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964480,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964524,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964475,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964556,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964506,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964526,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964477,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964555,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964486,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964558,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964493,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964559,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964489,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964557,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964472,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964528,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964488,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964567,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964481,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964575,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964495,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964562,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964478,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964574,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964491,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964577,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964483,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964565,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964504,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964560,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964519,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964569,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964490,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964570,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964499,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964563,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964516,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964564,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964473,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964578,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964507,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964568,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964508,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964566,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964515,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964592,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964509,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964571,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964505,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964572,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964455,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964573,Berryessa/North San Jose,1,,964593_shp,,0,0
3,2021_09_13-DX-MVS-Weekday-08,964512,Richmond,0,,964518_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964579,Berryessa/North San Jose,1,,964593_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964591,Berryessa/North San Jose,1,,964593_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964561,Berryessa/North San Jose,1,,964593_shp,,0,0
4,2021_09_13-DX-MVS-Weekday-08,964576,Berryessa/North San Jose,1,,964593_shp,,0,0
1,2021_09_13-DX-MVS-Weekday-08,964625,San Francisco International Airport,1,,964625_shp,,0,0
2,2021_09_13-DX-MVS-Weekday-08,965969,Antioch via SFO,0,,965969_shp,,0,0
1,2021_09_13-DX-MVS-Weekday-08,964624,San Francisco International Airport,1,,964624_shp,,0,0
2,2021_09_13-DX-MVS-Weekday-08,964654,Antioch,0,,964654_shp,,0,0
1,2021_09_13-DX-MVS-Weekday-08,964595,San Francisco International Airport,1,,964624_shp,,0,0
2,2021_09_13-DX-MVS-Weekday-08,965967,Antioch,0,,964654_shp,,0,0
1,2021_09_13-DX-MVS-Weekday-08,964618,San Francisco International Airport,1,,964624_shp,,0,0
2,2021_09_13-DX-MVS-Weekday-08,966300,Antioch via SFO,0,,965969_shp,,0,0
1,2021_09_13-DX-MVS-Weekday-08,964605,San Francisco International Airport,1,,964624_shp,,0,0
2,2021_09_13-DX-MVS-Weekday-08,966297,Antioch via SFO,0,,965969_shp,,0,0
1,2021_09_13-DX-MVS-Weekday-08,964616,San Francisco International Airport,1,,964624_shp,,0,0
2,2021_09_13-DX-MVS-Weekday-08,966413,Antioch via SFO,0,,965969_shp,,0,0
1,2021_09_13-DX-MVS-Weekday-08,964606,San Francisco International Airport,1,,964624_shp,,0,0
2,2021_09_13-DX-MVS-Weekday-08,966315,Antioch via SFO,0,,965969_shp,,0,0
1,2021_09_13-DX-MVS-Weekday-08,964612,San Francisco International Airport,1,,964624_shp,,0,0
2,2021_09_13-DX-MVS-Weekday-08,965962,Antioch,0,,965962_shp,,0,0
1,2021_09_13-DX-MVS-Weekday-08,964610,San Francisco International Airport,1,,964624_shp,,0,0
2,2021_09_13-DX-MVS-Weekday-08,965965,Antioch,0,,965962_shp,,0,0
1,2021_09_13-DX-MVS-Weekday-08,964621,San Francisco International Airport,1,,964624_shp,,0,0
2,2021_09_13-DX-MVS-Weekday-08,965963,Antioch,0,,965962_shp,,0,0
1,2021_09_13-DX-MVS-Weekday-08,964601,San Francisco International Airport,1,,964624_shp,,0,0
2,2021_09_13-DX-MVS-Weekday-08,965966,Antioch,0,,965962_shp,,0,0
1,2021_09_13-DX-MVS-Weekday-08,964600,San Francisco International Airport,1,,964624_shp,,0,0
2,2021_09_13-DX-MVS-Weekday-08,965964,Antioch,0,,965962_shp,,0,0
1,2021_09_13-DX-MVS-Weekday-08,964607,San Francisco International Airport,1,,964624_shp,,0,0
2,2021_09_13-DX-MVS-Weekday-08,965968,Antioch,0,,965962_shp,,0,0
1,2021_09_13-DX-MVS-Weekday-08,964617,San Francisco International Airport,1,,964624_shp,,0,0
2,2021_09_13-DX-MVS-Weekday-08,965982,Antioch,0,,965962_shp,,0,0
1,2021_09_13-DX-MVS-Weekday-08,964615,San Francisco International Airport,1,,964624_shp,,0,0
2,2021_09_13-DX-MVS-Weekday-08,965999,Antioch,0,,965962_shp,,0,0
